record_id,batch_id,source_name,source_group,source_type,record_granularity,source_url,document_url,source_document_id,title_raw,summary_raw,text_raw,page_reference_raw,published_at,retrieved_at,language,country_hint,author_or_org,section_category,file_format,extraction_method,access_status,parse_status,raw_storage_path,normalized_storage_path,text_length,content_hash,notes,working_title,kurzbeschrieb,quelle,seitenangabe,stichwoerter,datum,betroffene_konzernziele,auswirkung,zeithorizont,geografische_relevanz,primaer_betroffene_division,sekundaer_betroffene_division,trend,kommentar,dedup_cluster_id,ai_confidence,relevance_score_sbb,pipeline_version
src_gnews_20260315_005,phase1_wk1,ITV News,api,article,item,https://gnews.io/,https://www.itv.com/news/2026-03-10/glasgow-central-to-remain-closed-as-rail-disruption-expected-to-continue,gnews_09c00da788a1c648,Glasgow Central remains closed after huge fire nearby,"All services to and from the station have been suspended, and Network Rail has confirmed it will remain shut as safety inspections are carried out. | ITV National News","Glasgow Central Station will remain closed for the rest of the week, following a huge fire at a vape shop next to Scotland's busiest station.
Network Rail said it will not be possible to reopen the high-level part of the station because of the instab... [3231 chars]",rail safety,2026-03-11T07:11:17Z,2026-03-15T12:18:19Z,en,,,rail safety,json,api,ok,success,data/raw/gnews/,data/normalized/gnews_sample_v0.csv,266,09c00da788a1c648,,Glasgow Central remains closed after huge fire nearby,"All services to and from the station have been suspended, and Network Rail has confirmed it will remain shut as safety inspections are carried out. | ITV National News",ITV News,,rail safety,2026-03-11T07:11:17Z,,,,,,,,,,,,v0
src_gnews_20260315_006,phase1_wk1,Devdiscourse,api,article,item,https://gnews.io/,https://www.devdiscourse.com/article/other/3829833-improving-road-safety-around-rail-stations-is-critical-for-urban-mobility,gnews_d04d70184d95e937,Improving Road Safety Around Rail Stations Is Critical for Urban Mobility,"A new World Bank-backed guide highlights that while urban rail systems are generally safe, the areas around railway stations and crossings often pose serious risks for pedestrians, cyclists, and other road users. It urges cities to integrate road safety planning, better infrastructure, and coordinated policies to make station access safer and public transport more reliable.","Urban railways such as metros, trams, and commuter trains are transforming how people move in cities. They reduce traffic congestion, shorten travel times, and help cut pollution. But while train travel itself is generally safe, the streets around ra... [5425 chars]",rail safety,2026-03-10T04:27:18Z,2026-03-15T12:18:19Z,en,,,rail safety,json,api,ok,success,data/raw/gnews/,data/normalized/gnews_sample_v0.csv,266,d04d70184d95e937,,Improving Road Safety Around Rail Stations Is Critical for Urban Mobility,"A new World Bank-backed guide highlights that while urban rail systems are generally safe, the areas around railway stations and crossings often pose serious risks for pedestrians, cyclists, and other road users. It urges cities to integrate road safety planning, better infrastructure, and coordinated policies to make station access safer and public transport more reliable.",Devdiscourse,,rail safety,2026-03-10T04:27:18Z,,,,,,,,,,,,v0
src_gnews_20260315_007,phase1_wk1,Devdiscourse,api,article,item,https://gnews.io/,https://www.devdiscourse.com/article/business/3829998-trailblazing-journey-women-led-rail-crew-on-womens-day,gnews_d29aa799a92ff7e7,Trailblazing Journey: Women-Led Rail Crew on Women's Day,"An all-women crew operated a passenger train from Ranchi to Irgaon on International Women's Day. The initiative demonstrated women's growing presence in traditionally male-dominated fields like railways. The train, managed entirely by women, showcased the increasing acceptance and encouragement of women in various sectors, emphasizing safety and success.","In a groundbreaking initiative on International Women's Day, an all-women crew operated a passenger train from Ranchi to Irgaon. The event reflected the evolving landscape of traditionally male-dominated sectors like railways. Managed entirely by wom... [752 chars]",rail safety,2026-03-08T07:59:37Z,2026-03-15T12:18:19Z,en,,,rail safety,json,api,ok,success,data/raw/gnews/,data/normalized/gnews_sample_v0.csv,265,d29aa799a92ff7e7,,Trailblazing Journey: Women-Led Rail Crew on Women's Day,"An all-women crew operated a passenger train from Ranchi to Irgaon on International Women's Day. The initiative demonstrated women's growing presence in traditionally male-dominated fields like railways. The train, managed entirely by women, showcased the increasing acceptance and encouragement of women in various sectors, emphasizing safety and success.",Devdiscourse,,rail safety,2026-03-08T07:59:37Z,,,,,,,,,,,,v0
src_gnews_20260315_008,phase1_wk1,AL.com,api,article,item,https://gnews.io/,https://www.al.com/news/2026/03/rising-ridership-and-risks-coastal-leaders-push-safety-for-amtraks-popular-mardi-gras-service.html,gnews_e3797a1f6d64b39e,Rising ridership and risks: Coastal leaders push safety for Amtrak’s popular Mardi Gras Service,Mobile officials will release a railroad crossing safety video this month and the Southern Rail Commission is considering collapsible bollards at select crossings using federal grant money.,"Amtrak’s Mardi Gras Service may be exceeding early ridership projections, but a darker reality has emerged alongside the excitement: a rising number of tragic deaths at railroad crossings along the Gulf Coast.
During a Southern Rail Commission (SRC) ... [5742 chars]",rail safety,2026-03-06T20:51:38Z,2026-03-15T12:18:19Z,en,,,rail safety,json,api,ok,success,data/raw/gnews/,data/normalized/gnews_sample_v0.csv,266,e3797a1f6d64b39e,,Rising ridership and risks: Coastal leaders push safety for Amtrak’s popular Mardi Gras Service,Mobile officials will release a railroad crossing safety video this month and the Southern Rail Commission is considering collapsible bollards at select crossings using federal grant money.,AL.com,,rail safety,2026-03-06T20:51:38Z,,,,,,,,,,,,v0
src_gnews_20260315_009,phase1_wk1,Fortune,api,article,item,https://gnews.io/,https://fortune.com/2026/03/06/rail-safety-act-dangerous-freight-safer-than-trucks-congress-endangering-thousands/,gnews_22dc8080a8753a3e,Congress is about to chase rail freight onto American roads. It risks thousands of deaths,"Three years after the East Palestine derailment, the Railway Safety Act of 2025 remains under consideration and may become a part of the reauthorization.","However, inclusion of the bill would be a mistake: Its proposed regulations would do little to improve rail safety but it would divert an enormous amount of freight from rail to trucks, which represents a much greater safety risk for Americans.
The i... [3552 chars]",rail safety,2026-03-06T10:00:00Z,2026-03-15T12:18:19Z,en,,,rail safety,json,api,ok,success,data/raw/gnews/,data/normalized/gnews_sample_v0.csv,266,22dc8080a8753a3e,,Congress is about to chase rail freight onto American roads. It risks thousands of deaths,"Three years after the East Palestine derailment, the Railway Safety Act of 2025 remains under consideration and may become a part of the reauthorization.",Fortune,,rail safety,2026-03-06T10:00:00Z,,,,,,,,,,,,v0
src_gnews_20260315_010,phase1_wk1,NDTV.com,api,article,item,https://gnews.io/,https://www.ndtv.com/feature/womens-day-from-rail-safety-to-female-only-cabs-whats-available-for-womens-protection-in-india-11175470,gnews_42b37ca0e1ebebe2,International Women's Day 2026: From Rail Safety To Female-Only Cabs For Women's Protection In India,"International Women's Day 2026: This day honours women's cultural, social, and economic achievements worldwide, with an aim to achieve gender equality.","Women's Day 2026: International Women's Day is celebrated every year on March 8 to recognise the cultural, political, social, and economic achievements made by women. The day serves as an opportunity to inspire efforts to end gender biases and discri... [2872 chars]",rail safety,2026-03-06T03:43:06Z,2026-03-15T12:18:19Z,en,,,rail safety,json,api,ok,success,data/raw/gnews/,data/normalized/gnews_sample_v0.csv,266,42b37ca0e1ebebe2,,International Women's Day 2026: From Rail Safety To Female-Only Cabs For Women's Protection In India,"International Women's Day 2026: This day honours women's cultural, social, and economic achievements worldwide, with an aim to achieve gender equality.",NDTV.com,,rail safety,2026-03-06T03:43:06Z,,,,,,,,,,,,v0
src_gnews_20260315_011,phase1_wk1,Majorca Daily Bulletin,api,article,item,https://gnews.io/,https://www.majorcadailybulletin.com/news/local/2026/03/14/140899/balearic-roadworks-risk-iran-conflict-drives-tarmac-prices.html,gnews_50ecc943a6937f99,Balearic roadworks at risk as Iran conflict drives up tarmac prices,"Local authorities are preparing contingency plans for vital road infrastructure projects. This is because its main ingredient, bitumen, is directly derived from crude oil","Tarmac's sensitivity to oil market fluctuations is particularly pronounced during crises like the current disruption caused by the closure of the Strait of Hormuz and attacks on Gulf Coast refineries. This is because its main ingredient, bitumen, is ... [2885 chars]",infrastructure risk,2026-03-14T08:23:53Z,2026-03-15T12:18:19Z,en,,,infrastructure risk,json,api,ok,success,data/raw/gnews/,data/normalized/gnews_sample_v0.csv,266,50ecc943a6937f99,,Balearic roadworks at risk as Iran conflict drives up tarmac prices,"Local authorities are preparing contingency plans for vital road infrastructure projects. This is because its main ingredient, bitumen, is directly derived from crude oil",Majorca Daily Bulletin,,infrastructure risk,2026-03-14T08:23:53Z,,,,,,,,,,,,v0
src_gnews_20260315_012,phase1_wk1,Republic World,api,article,item,https://gnews.io/,https://www.republicworld.com/business/us-airstrikes-hit-kharg-island-military-sites-irans-orphan-pearl-oil-hub-at-risk,gnews_b889ce4511bada9f,US Airstrikes Hit Kharg Island Military Sites; Iran’s ‘Orphan Pearl’ Oil Hub at Risk,"U.S. airstrikes targeting military installations on Iran’s Kharg Island, responsible for up to 95% of the country’s crude exports, have intensified tensions in West Asia and rattled global energy markets. Although oil infrastructure was spared, any disruption to the terminal could push oil prices.","In a major escalation of the West Asia conflict, U.S. forces carried out heavy bombing raids on Saturday, March 14, targeting military installations on Kharg Island, widely regarded as the most critical node in Iran’s oil export infrastructure.
The s... [5047 chars]",infrastructure risk,2026-03-14T07:31:42Z,2026-03-15T12:18:19Z,en,,,infrastructure risk,json,api,ok,success,data/raw/gnews/,data/normalized/gnews_sample_v0.csv,266,b889ce4511bada9f,,US Airstrikes Hit Kharg Island Military Sites; Iran’s ‘Orphan Pearl’ Oil Hub at Risk,"U.S. airstrikes targeting military installations on Iran’s Kharg Island, responsible for up to 95% of the country’s crude exports, have intensified tensions in West Asia and rattled global energy markets. Although oil infrastructure was spared, any disruption to the terminal could push oil prices.",Republic World,,infrastructure risk,2026-03-14T07:31:42Z,,,,,,,,,,,,v0
src_gnews_20260315_013,phase1_wk1,TechBullion,api,article,item,https://gnews.io/,https://techbullion.com/best-crypto-presale-gains-attention-as-ark-invest-white-paper-reveals-34-6-of-bitcoin-faces-quantum-risk/,gnews_0c698892b23e5760,Best Crypto Presale Gains Attention as ARK Invest White Paper Reveals 34.6% of Bitcoin Faces Quantum Risk,Explore the best crypto presale opportunities and why security and infrastructure are crucial for long-term investments.,"Share
Share
Share
Share
Email
What happens when one project breaks resistance and another faces existential questions about security? That tension is playing out right now. Bitcoin trades above $70,000 while PEPE stabilizes at $0.0000032 after its ex... [4764 chars]",infrastructure risk,2026-03-13T23:12:51Z,2026-03-15T12:18:19Z,en,,,infrastructure risk,json,api,ok,success,data/raw/gnews/,data/normalized/gnews_sample_v0.csv,266,0c698892b23e5760,,Best Crypto Presale Gains Attention as ARK Invest White Paper Reveals 34.6% of Bitcoin Faces Quantum Risk,Explore the best crypto presale opportunities and why security and infrastructure are crucial for long-term investments.,TechBullion,,infrastructure risk,2026-03-13T23:12:51Z,,,,,,,,,,,,v0
src_gnews_20260315_014,phase1_wk1,Crypto Breaking News,api,article,item,https://gnews.io/,https://www.cryptobreaking.com/xrp-ledger-validators-weigh-two/,gnews_6e890dd318328e5c,XRP Ledger Validators Weigh Two Amendments as Votes Lag,"Two amendments for the XRP Ledger are up for validator votes, aiming to expand lending functions and vault infrastructure, but participation remains limited and activation targets risk falling short.","The XRP Ledger is reviewing two proposed amendments that could expand lending functions and strengthen vault infrastructure. Validators have begun voting, yet early participation remains limited. Current results suggest the proposals still face signi... [3163 chars]",infrastructure risk,2026-03-13T17:32:32Z,2026-03-15T12:18:19Z,en,,,infrastructure risk,json,api,ok,success,data/raw/gnews/,data/normalized/gnews_sample_v0.csv,266,6e890dd318328e5c,,XRP Ledger Validators Weigh Two Amendments as Votes Lag,"Two amendments for the XRP Ledger are up for validator votes, aiming to expand lending functions and vault infrastructure, but participation remains limited and activation targets risk falling short.",Crypto Breaking News,,infrastructure risk,2026-03-13T17:32:32Z,,,,,,,,,,,,v0
src_gnews_20260315_015,phase1_wk1,Reuters,api,article,item,https://gnews.io/,https://www.reuters.com/business/us-equity-fund-outflows-extend-second-week-iran-war-sours-sentiment-2026-03-13/,gnews_e562022e03fc922b,US equity fund outflows extend to second week as Iran war sours sentiment,U.S. equity funds were under selling pressure for a second straight week through March 11 as Iranian attacks ​on Middle East energy infrastructure and oil tankers increased ‌the risk of economic stagflation.,"March 13 (Reuters) - U.S. equity funds were under selling pressure for a second straight week through March 11 as Iranian attacks ​on Middle East energy infrastructure and oil tankers increased ‌the risk of economic stagflation.
Investors divested a ... [1365 chars]",infrastructure risk,2026-03-13T12:21:43Z,2026-03-15T12:18:19Z,en,,,infrastructure risk,json,api,ok,success,data/raw/gnews/,data/normalized/gnews_sample_v0.csv,266,e562022e03fc922b,,US equity fund outflows extend to second week as Iran war sours sentiment,U.S. equity funds were under selling pressure for a second straight week through March 11 as Iranian attacks ​on Middle East energy infrastructure and oil tankers increased ‌the risk of economic stagflation.,Reuters,,infrastructure risk,2026-03-13T12:21:43Z,,,,,,,,,,,,v0
src_gnews_20260315_016,phase1_wk1,Devdiscourse,api,article,item,https://gnews.io/,https://www.devdiscourse.com/article/law-order/3837014-israel-lebanon-tensions-escalate-infrastructure-at-risk,gnews_03e1e11a92f94be9,Israel-Lebanon Tensions Escalate: Infrastructure at Risk,"Israel has warned Lebanon of further infrastructure damage unless Hezbollah disarms, following Israeli military actions including the destruction of a bridge. As violence escalates, hundreds of thousands are displaced. The UN highlights the involuntary nature of Lebanon's involvement, with international concerns about Lebanese sovereignty increasing.","Israel has issued a warning to Lebanon, vowing to inflict further damage on its infrastructure unless Hezbollah is disarmed, following an Israeli military action that destroyed a bridge in southern Lebanon. This marks the first destruction of infrast... [716 chars]",infrastructure risk,2026-03-13T11:49:32Z,2026-03-15T12:18:19Z,en,,,infrastructure risk,json,api,ok,success,data/raw/gnews/,data/normalized/gnews_sample_v0.csv,265,03e1e11a92f94be9,,Israel-Lebanon Tensions Escalate: Infrastructure at Risk,"Israel has warned Lebanon of further infrastructure damage unless Hezbollah disarms, following Israeli military actions including the destruction of a bridge. As violence escalates, hundreds of thousands are displaced. The UN highlights the involuntary nature of Lebanon's involvement, with international concerns about Lebanese sovereignty increasing.",Devdiscourse,,infrastructure risk,2026-03-13T11:49:32Z,,,,,,,,,,,,v0
src_gnews_20260315_017,phase1_wk1,Times of India,api,article,item,https://gnews.io/,https://timesofindia.indiatimes.com/business/international-business/middle-east-war-risk-iran-threat-to-target-us-tech-infrastructure-in-gulf-raises-fears-of-global-digital-disruption/articleshow/129549510.cms,gnews_d89846f41a6e7534,Middle East war risk: Iran threat to target US tech infrastructure in Gulf raises fears of global digital disruption,"International Business News: Escalating tensions in West Asia are casting a shadow over global technology networks, with experts warning that threats by Iranian forces to target U.","Escalating tensions in West Asia are casting a shadow over global technology networks, with experts warning that threats by Iranian forces to target US-linked digital infrastructure in the Gulf could expose billions of dollars of investments to confl... [3769 chars]",infrastructure risk,2026-03-13T10:46:00Z,2026-03-15T12:18:19Z,en,,,infrastructure risk,json,api,ok,success,data/raw/gnews/,data/normalized/gnews_sample_v0.csv,266,d89846f41a6e7534,,Middle East war risk: Iran threat to target US tech infrastructure in Gulf raises fears of global digital disruption,"International Business News: Escalating tensions in West Asia are casting a shadow over global technology networks, with experts warning that threats by Iranian forces to target U.",Times of India,,infrastructure risk,2026-03-13T10:46:00Z,,,,,,,,,,,,v0
src_gnews_20260315_018,phase1_wk1,The Manila Times,api,article,item,https://gnews.io/,https://www.manilatimes.net/2026/03/13/tmt-newswire/pr-newswire/kucoin-launches-stock-index-perpetual-contracts-expanding-247-cross-asset-access/2299498,gnews_55664af26b02e279,"KuCoin Launches Stock Index Perpetual Contracts, Expanding 24/7 Cross-Asset Access","**media[971997]**PROVIDENCIALES, Turks and Caicos Islands, March 13, 2026 /PRNewswire/ -- KuCoin, a leading global crypto platform built on trust, today announced the launch of its Stock Index Perpetual Contracts, with the first batch of contracts scheduled for listing, including Tesla Index Perpetual Contract (TSLAUSDT) and MicroStrategy Index Perpetual Contract (MSTRUSDT). As traditional finance (TradFi) and crypto infrastructure continue to converge, the new product combines 24/7 trading, micro-contract entry from 1 USDT, and a risk control framework built on institutional-grade pricing, session-aware mark pricing, and EMA-based transition smoothing, offering eligible global users a more continuous, flexible, and risk-conscious tool for cross-asset allocation, while further expanding KuCoin's cross-market derivatives infrastructure under its Trust-First strategy.**media[971998]**","PROVIDENCIALES, Turks and Caicos Islands, March 13, 2026 /PRNewswire/ -- KuCoin, a leading global crypto platform built on trust, today announced the launch of its Stock Index Perpetual Contracts, with the first batch of contracts scheduled for listi... [4533 chars]",infrastructure risk,2026-03-13T10:31:40Z,2026-03-15T12:18:19Z,en,,,infrastructure risk,json,api,ok,success,data/raw/gnews/,data/normalized/gnews_sample_v0.csv,266,55664af26b02e279,,"KuCoin Launches Stock Index Perpetual Contracts, Expanding 24/7 Cross-Asset Access","**media[971997]**PROVIDENCIALES, Turks and Caicos Islands, March 13, 2026 /PRNewswire/ -- KuCoin, a leading global crypto platform built on trust, today announced the launch of its Stock Index Perpetual Contracts, with the first batch of contracts scheduled for listing, including Tesla Index Perpetual Contract (TSLAUSDT) and MicroStrategy Index Perpetual Contract (MSTRUSDT). As traditional finance (TradFi) and crypto infrastructure continue to converge, the new product combines 24/7 trading, micro-contract entry from 1 USDT, and a risk control framework built on institutional-grade pricing, session-aware mark pricing, and EMA-based transition smoothing, offering eligible global users a more continuous, flexible, and risk-conscious tool for cross-asset allocation, while further expanding KuCoin's cross-market derivatives infrastructure under its Trust-First strategy.**media[971998]**",The Manila Times,,infrastructure risk,2026-03-13T10:31:40Z,,,,,,,,,,,,v0
src_gnews_20260315_019,phase1_wk1,TechBullion,api,article,item,https://gnews.io/,https://techbullion.com/zoomex-unveils-security-and-risk-management-infrastructure-designed-for-transparent-and-reliable-crypto-trading/,gnews_3b687453a3c97fc0,Zoomex Unveils Security and Risk Management Infrastructure Designed for Transparent and Reliable Crypto Trading,"Global cryptocurrency trading platform Zoomex has announced details of its security and risk management infrastructure, highlighting the systems designed to protect user assets, maintain operational stability, and support transparent trading outcomes in an increasingly scrutinized digital asset market. The announcement comes at a time when security architecture and risk monitoring systems have become central factors […]","Share
Share
Share
Share
Email
Global cryptocurrency trading platform Zoomex has announced details of its security and risk management infrastructure, highlighting the systems designed to protect user assets, maintain operational stability, and suppor... [5944 chars]",infrastructure risk,2026-03-13T09:58:39Z,2026-03-15T12:18:19Z,en,,,infrastructure risk,json,api,ok,success,data/raw/gnews/,data/normalized/gnews_sample_v0.csv,266,3b687453a3c97fc0,,Zoomex Unveils Security and Risk Management Infrastructure Designed for Transparent and Reliable Crypto Trading,"Global cryptocurrency trading platform Zoomex has announced details of its security and risk management infrastructure, highlighting the systems designed to protect user assets, maintain operational stability, and support transparent trading outcomes in an increasingly scrutinized digital asset market. The announcement comes at a time when security architecture and risk monitoring systems have become central factors […]",TechBullion,,infrastructure risk,2026-03-13T09:58:39Z,,,,,,,,,,,,v0
src_gnews_20260315_020,phase1_wk1,The Economic Times,api,article,item,https://gnews.io/,https://economictimes.indiatimes.com/news/international/world-news/us-ambassador-to-iraq-warns-citizens-of-risk-of-kidnapping/articleshow/129547629.cms,gnews_35144203559ddea9,US ambassador to Iraq warns citizens of 'risk of kidnapping',"The US embassy in Baghdad has warned of a ""risk of kidnapping"" for its citizens in Iraq, as the Middle East war threatens American interests across the region. ""There have been attacks against U.S. citizens, U.S. interests, and critical infrastructure,"" it said, ""Americans also face risk of kidnapping.""","Synopsis
The US embassy in Baghdad has warned of a ""risk of kidnapping"" for its citizens in Iraq, as the Middle East war threatens American interests across the region. ""There have been attacks against U.S. citizens, U.S. interests, and critical infr... [843 chars]",infrastructure risk,2026-03-13T09:47:00Z,2026-03-15T12:18:19Z,en,,,infrastructure risk,json,api,ok,success,data/raw/gnews/,data/normalized/gnews_sample_v0.csv,265,35144203559ddea9,,US ambassador to Iraq warns citizens of 'risk of kidnapping',"The US embassy in Baghdad has warned of a ""risk of kidnapping"" for its citizens in Iraq, as the Middle East war threatens American interests across the region. ""There have been attacks against U.S. citizens, U.S. interests, and critical infrastructure,"" it said, ""Americans also face risk of kidnapping.""",The Economic Times,,infrastructure risk,2026-03-13T09:47:00Z,,,,,,,,,,,,v0
